股票名称,股票代码,数据期间,交易日数,有效K线,忽略K线,交易次数,盈利次数,亏损次数,胜率(%),总收益率(%),平均收益率(%),最大盈利(%),最大亏损(%)
国泰君安国际,01788,2023-12-01 至 2024-11-29,244,76,168,15,3,12,20.00,55.25,3.68,118.75,-14.33
